,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
2787,565228498425,2024-10-25,Won,Renewed,2024-10-11,2024-10-01,CARD,24.5,In Progress,Anchored,1,1,3,3,Band B,2024-10-25 09:52:38.493,14.0,Within 1 Month After Renewal,Paid Late,449.0,599,0,1,process
2788,565228510708,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,BACS,25.5,Accredited,Independent,Independent,0,6,4+,Band C1,2024-11-05 00:00:00.000,10.0,Within 13 Days After Renewal,Paid Late,666.2,799,0,0,process
2789,565228512316,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,BACS,25.5,Accredited,Independent,Independent,0,6,4+,Band C1,2024-11-05 00:00:00.000,10.0,Within 13 Days After Renewal,Paid Late,666.2,799,0,0,process
2790,565228518117,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band B,2024-10-30 09:32:54.773,5.0,Within 13 Days After Renewal,Paid Late,599.0,599,1,1,process
2791,565228519615,2024-10-25,Lost,Competitor Accreditation,2024-10-09,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band E,,,,,,1499,0,0,process
2792,565228521846,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band A,2024-10-25 14:23:20.027,-1.0,Within 13 Days Prior to Renewal,Paid Early,399.0,399,0,1,process
2793,565228523654,2024-10-25,Won,Renewed,2024-10-05,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,7,4+,Band E,2024-10-24 00:00:00.000,19.0,Within 1 Month After Renewal,Paid Late,1349.0,1349,0,0,process
2794,565228528263,2024-10-25,Won,Application and Money In,2024-10-26,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band D,2024-10-25 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,1050.2,1279,1,0,process
2795,565228529537,2024-10-25,Won,Application and Money In,2024-10-26,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band D,2024-10-25 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,1050.2,1279,1,0,process
2796,565228536130,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-25 10:15:22.320,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
2797,565228536670,2024-10-25,Lost,Competitor Accreditation,2024-10-25,2024-10-01,,23.5,Member Only,Anchored,2,2,3,3,Group,,,,,,4237,0,0,process
2798,565228542552,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,2,2,Band B,2024-11-08 13:01:09.563,14.0,Within 1 Month After Renewal,Paid Late,704.0,704,0,1,process
2799,565228549691,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,BACS,25.0,Accredited,Independent,Independent,0,2,2,Band I,2024-10-25 00:00:00.000,0.0,On Renewal Date,Paid on Time,3319.0,3319,0,0,process
2800,565228559557,2024-10-25,Lost,Not Value for Money,2024-10-26,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band B,,,,,,599,0,0,process
2801,565228561852,2024-10-25,Lost,Refused to Discuss,2024-10-25,2024-10-01,,22.0,Member Only,Independent,Independent,0,3,3,Band B,,,,,,599,0,0,process
2802,565228562752,2024-10-25,Lost,Not Value for Money,2024-10-25,2024-10-01,,26.0,Accredited,Anchored,1,1,2,2,Band D,,,,,,1309,1,0,process
2803,565228566983,2024-10-25,Won,Renewed,2024-10-29,2024-10-01,CARD,25.5,Accredited,Independent,Independent,0,4,4+,Band B,2024-10-25 11:11:40.403,-4.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,1,process
2804,565228579979,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-26 04:00:40.590,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
2805,565228583707,2024-10-25,Won,Renewed,2024-10-23,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-28 11:51:58.843,5.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,1,process
2806,565228602573,2024-10-25,Won,Renewed,2024-10-21,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band B,2024-10-21 16:00:04.533,0.0,On Renewal Date,Paid on Time,522.5,704,0,1,process
2807,565228613250,2024-10-25,Won,Renewed,2024-10-29,2024-10-01,CARD,25.5,Accredited,Independent,Independent,0,4,4+,Band B,2024-10-25 11:11:40.403,-4.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,1,process
2808,565228613661,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-12-11 09:18:00.103,47.0,1-2 Months After Renewal,Paid Late,749.4,1159,1,1,process
2809,565228621491,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-10-25 11:14:54.887,-1.0,Within 13 Days Prior to Renewal,Paid Early,704.0,704,0,1,process
2810,565228624281,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,CARD,21.5,Member Only,Anchored,1,1,1,1,Band B,2024-10-25 14:21:02.443,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
2811,565228626547,2024-10-25,Won,Renewed,2024-10-16,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band C2,2024-12-11 11:55:14.603,56.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
2812,565228630795,2024-10-25,Lost,Supply Only,2024-10-26,2024-10-01,,24.5,In Progress,Anchored,1,1,3,3,Band B,,,,,,599,0,0,process
2813,565228633185,2024-10-25,Won,Application and Money In,2024-10-10,2024-10-01,,25.5,Accredited,Anchored,4-9,5,1,1,Band D,2025-01-17 00:00:00.000,99.0,2-3 Months After Renewal,Paid Late,1159.0,1159,0,0,process
2814,565228643617,2024-10-25,Lost,Anchor client close down,2024-10-26,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band B,,,,,,599,0,0,process
2815,565228650229,2024-10-25,Won,Renewed,2024-10-10,2024-10-01,BACS,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-11-12 00:00:00.000,33.0,1-2 Months After Renewal,Paid Late,549.0,704,1,1,process
2816,565228652658,2024-10-25,Won,Renewed,2024-10-11,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-28 10:28:53.677,17.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,1,process
2817,565228664992,2024-10-25,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2818,565228666670,2024-10-25,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2819,565228676746,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,11,4+,Band D,2024-10-25 00:00:00.000,0.0,On Renewal Date,Paid on Time,851.8,1159,0,0,process
2820,565228678457,2024-10-25,Won,Renewed,2024-10-24,2024-10-01,CARD,25.0,In Progress,Anchored,2,2,2,2,Band B,2024-10-24 04:00:44.937,0.0,On Renewal Date,Paid on Time,579.0,599,1,0,process
2821,565228680012,2024-10-25,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2822,565228681103,2024-10-25,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2823,565228684444,2024-10-25,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-31 13:50:32.423,12.0,Within 13 Days After Renewal,Paid Late,499.0,704,1,0,process
2824,565228696262,2024-10-25,Lost,Not Affordable,2024-10-13,2024-10-01,,23.0,Member Only,Independent,Independent,0,9,4+,Band B,,,,,,599,1,0,process
2825,565228738597,2024-10-25,Won,Renewed,2024-10-27,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-25 12:36:15.657,-2.0,Within 13 Days Prior to Renewal,Paid Early,599.0,684,1,0,process
2826,565228746471,2024-10-25,Won,Application and Money In,2024-10-25,2024-10-01,BACS,23.0,Member Only,Anchored,1,1,2,2,Band D,2024-10-29 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1309.0,1309,0,0,process
2827,565228750375,2024-10-25,Lost,Not Affordable,2024-10-05,2024-10-01,,23.0,Member Only,Anchored,1,1,3,3,Band A,,,,,,399,0,0,process
2828,565228752564,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-10-25 15:04:45.913,-1.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,1,0,process
2829,565228752669,2024-10-25,Won,Renewed,2024-10-05,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-11-05 15:24:44.360,31.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
2830,565228758598,2024-10-25,Won,Renewed,2024-10-06,2024-10-01,CARD,23.5,Member Only,Anchored,1,1,4,4+,Band A,2024-10-28 15:52:44.367,22.0,Within 1 Month After Renewal,Paid Late,399.0,399,1,1,process
2831,565228758699,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,3,3,Band A,2024-12-17 16:18:51.500,52.0,1-2 Months After Renewal,Paid Late,249.0,459,1,1,process
2832,565228760208,2024-10-25,Lost,Non Responsive,2024-10-25,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band C2,,,,,,1099,0,0,process
2833,565228761455,2024-10-25,Lost,Not Value for Money,2024-10-26,2024-10-01,,25.5,Accredited,Independent,Independent,0,4,4+,Band B,,,,,,599,0,0,process
2834,565228761903,2024-10-25,Lost,Do Not Work for Client,2024-10-25,2024-10-01,,27.5,Accredited,Anchored,4-9,4,6,4+,Band F2,,,,,,1979,0,0,process
2835,565228764524,2024-10-25,Won,Renewed,2024-10-29,2024-10-01,CARD,26.5,Accredited,Anchored,2,2,3,3,Band A,2024-10-28 14:42:34.840,-1.0,Within 13 Days Prior to Renewal,Paid Early,459.0,459,0,1,process
2836,565228764925,2024-10-25,Won,Renewed,2024-10-19,2024-10-01,BACS,27.0,Accredited,Anchored,3,3,2,2,Band I,2024-10-25 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,2705.2,3319,0,0,process
2837,565228768307,2024-10-25,Won,Renewed,2024-10-29,2024-10-01,CARD,26.5,Accredited,Anchored,2,2,3,3,Band A,2024-10-28 14:42:34.840,-1.0,Within 13 Days Prior to Renewal,Paid Early,459.0,459,0,1,process
2838,565228773402,2024-10-25,Lost,Need Time To Consider > 30 days,2024-10-05,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,704,0,0,process
2839,565228773852,2024-10-25,Lost,Need Time To Consider > 30 days,2024-10-05,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,704,0,0,process
2840,565228776593,2024-10-25,Won,Renewed,2024-10-20,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,15,4+,Band E,2024-10-28 00:00:00.000,8.0,Within 13 Days After Renewal,Paid Late,1499.0,1499,0,0,process
2841,565228777194,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,8,4+,Band C1,2024-10-31 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,799.0,919,0,0,process
2842,565228778385,2024-10-25,Lost,Need Time To Consider > 30 days,2024-10-05,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,704,0,0,process
2843,565228786470,2024-10-25,Lost,Promised to Pay - Fees not Received,2024-10-13,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band C2,,,,,,1099,1,0,process
2844,565228791575,2024-10-25,Won,Renewed,2024-10-20,2024-10-01,BACS,25.0,Accredited,Independent,Independent,0,3,3,Band C1,2024-10-25 00:00:00.000,5.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
2845,565228795667,2024-10-25,Lost,Not Value for Money,2024-10-12,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band A,,,,,,504,0,0,process
2846,565228795873,2024-10-25,Lost,Not Value for Money,2024-10-12,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band A,,,,,,504,0,0,process
2847,565228797286,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,BACS,23.0,Member Only,Anchored,1,1,3,3,Band G,2024-11-07 00:00:00.000,12.0,Within 13 Days After Renewal,Paid Late,2409.0,2409,0,0,process
2848,565228804420,2024-10-25,Lost,Not Value for Money,2024-10-04,2024-10-01,,22.0,Member Only,Independent,Independent,0,3,3,Band B,,,,,,599,0,0,process
2849,565228812475,2024-10-25,Won,Renewed,2024-10-25,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,7,4+,Band C1,2024-10-25 00:00:00.000,0.0,On Renewal Date,Paid on Time,799.0,799,0,0,process
2850,565228819460,2024-10-25,Open,Intention to Proceed,2024-10-05,2024-10-01,,23.0,Member Only,Anchored,1,1,3,3,Band A,,,,,,399,0,0,process
2851,565228825801,2024-10-25,Won,Renewed,2024-10-29,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-25 14:18:35.203,-4.0,Within 13 Days Prior to Renewal,Paid Early,499.0,599,0,1,process
2852,565228828007,2024-10-25,Lost,Not Affordable,2024-10-07,2024-10-01,,23.5,Member Only,Anchored,1,1,5,4+,Band B,,,,,,704,1,0,process
2853,565228829197,2024-10-25,Won,Renewed,2024-10-05,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,7,4+,Band D,2024-10-29 00:00:00.000,24.0,Within 1 Month After Renewal,Paid Late,1159.0,1159,0,0,process
2854,565228833874,2024-10-25,Won,Renewed,2024-10-19,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band C2,2024-10-28 00:00:00.000,9.0,Within 13 Days After Renewal,Paid Late,1069.0,1069,0,0,process
2855,565228840353,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,BACS,26.0,In Progress,Anchored,2,2,12,4+,Band E,2024-10-31 00:00:00.000,5.0,Within 13 Days After Renewal,Paid Late,1106.2,1349,0,0,process
2856,565228842312,2024-10-25,Lost,Non Responsive,2024-10-31,2024-10-01,,25.5,In Progress,Anchored,1,1,13,4+,Band B,,,,,,599,0,0,process
2857,565228842723,2024-10-25,Won,Application and Money In,2024-10-20,2024-10-01,CARD,23.0,Member Only,Anchored,1,1,3,3,Band B,2025-01-08 16:30:00.000,80.0,2-3 Months After Renewal,Paid Late,435.0,599,0,0,process
2858,565228844801,2024-10-25,Won,Renewed,2024-10-30,2024-10-01,BACS,24.5,In Progress,Independent,Independent,0,21,4+,Band G,2024-10-30 00:00:00.000,0.0,On Renewal Date,Paid on Time,1839.2,2249,0,0,process
2859,565228851661,2024-10-25,Won,Renewed,2024-10-27,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band E,2024-10-28 10:20:33.267,1.0,Within 13 Days After Renewal,Paid Late,1499.0,1499,1,1,process
2860,565228859215,2024-10-25,Won,Renewed,2024-10-30,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band A,2024-10-30 04:00:48.527,0.0,On Renewal Date,Paid on Time,504.0,504,1,1,process
2861,565228860231,2024-10-25,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
2862,565228862032,2024-10-25,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
2863,565228868440,2024-10-25,Lost,Refused to Discuss,2024-10-12,2024-10-01,,25.5,In Progress,Anchored,3,3,3,3,Band A,,,,,,399,0,0,process
2864,565228907676,2024-10-25,Won,Renewed,2024-10-28,2024-10-01,CARD,23.5,Member Only,Anchored,2,2,2,2,Band B,2024-10-28 04:00:53.010,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
2865,565228957397,2024-10-25,Won,Renewed,2024-10-26,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band C1,2024-10-24 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,786.2,949,0,0,process
2866,565228973364,2024-10-25,Lost,Not Value for Money,2024-10-26,2024-10-01,,25.5,Accredited,Independent,Independent,0,4,4+,Band B,,,,,,599,0,0,process
2867,565228977644,2024-10-25,Won,Renewed,2024-10-20,2024-10-01,WORLD PAY,23.5,Accredited,Independent,Independent,0,1,1,Band C2,2024-11-29 13:03:55.867,40.0,1-2 Months After Renewal,Paid Late,788.8,1069,1,1,process
2868,565228978867,2024-10-25,Won,Renewed,2024-10-20,2024-10-01,WORLD PAY,23.5,Accredited,Independent,Independent,0,1,1,Band C2,2024-11-29 13:03:55.867,40.0,1-2 Months After Renewal,Paid Late,788.8,1069,1,1,process
2869,565229040092,2024-10-25,Won,Renewed,2024-10-11,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-28 10:28:53.677,17.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,1,process
2870,565432811367,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band C2,2024-10-31 15:05:20.777,4.0,Within 13 Days After Renewal,Paid Late,949.0,1099,1,1,process
2871,565432814090,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,4,4+,Band C1,2024-10-28 11:47:05.900,2.0,Within 13 Days After Renewal,Paid Late,799.0,799,1,1,process
2872,565432842001,2024-10-28,Won,Renewed,2024-10-11,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band A,2024-10-31 08:56:03.100,20.0,Within 1 Month After Renewal,Paid Late,349.0,459,1,1,process
2873,565432851187,2024-10-28,Lost,No Longer Trading,2024-10-28,2024-10-01,,23.5,Member Only,Anchored,2,2,3,3,Band D,,,,,,1159,0,0,process
2874,565432881515,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,9,16,4+,Band F1,2024-10-25 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1849.0,1849,0,0,process
2875,565432887902,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,23.5,Member Only,Anchored,2,2,3,3,Band D,2024-11-19 00:00:00.000,22.0,Within 1 Month After Renewal,Paid Late,1309.0,1309,0,0,process
2876,565432890160,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,8,4+,Band C1,2024-10-31 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,799.0,799,0,0,process
2877,565432891360,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-28 10:28:55.730,2.0,Within 13 Days After Renewal,Paid Late,799.0,799,1,1,process
2878,565432892566,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-10-28 15:21:36.480,2.0,Within 13 Days After Renewal,Paid Late,704.0,704,1,1,process
2879,565432893886,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,22.5,Member Only,Independent,Independent,0,5,4+,Band C1,2024-10-28 00:00:00.000,0.0,On Renewal Date,Paid on Time,949.0,949,0,0,process
2880,565432894402,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,BACS,26.0,Accredited,Independent,Independent,0,9,4+,Band C2,2024-10-28 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
2881,565432896670,2024-10-28,Won,Application and Money In,2024-10-10,2024-10-01,,25.5,Accredited,Anchored,4-9,5,1,1,Band D,2025-01-17 00:00:00.000,99.0,2-3 Months After Renewal,Paid Late,1159.0,1159,0,0,process
2882,565432906476,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,24.0,Member Only,Anchored,2,2,4,4+,Band A,2024-10-30 14:47:03.420,3.0,Within 13 Days After Renewal,Paid Late,504.0,504,0,1,process
2883,565432911126,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,13,4+,Band C1,2024-10-28 00:00:00.000,0.0,On Renewal Date,Paid on Time,799.0,799,0,0,process
2884,565432926242,2024-10-28,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2885,565432932428,2024-10-28,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2886,565432933407,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,20.5,Member Only,Independent,Independent,0,1,1,Band B,2024-10-26 04:00:43.933,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
2887,565432934599,2024-10-28,Lost,Not Affordable,2024-10-05,2024-10-01,,23.0,Member Only,Anchored,1,1,3,3,Band A,,,,,,399,0,0,process
2888,565432939172,2024-10-28,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
2889,565432939831,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band B,2024-12-09 11:30:51.637,44.0,1-2 Months After Renewal,Paid Late,399.0,684,1,1,process
2890,565432942603,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Anchored,2,2,1,1,Band B,2024-10-28 09:54:47.667,2.0,Within 13 Days After Renewal,Paid Late,599.0,599,1,1,process
2891,565432953893,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,9,4+,Band E,2024-10-28 00:00:00.000,0.0,On Renewal Date,Paid on Time,1349.0,1349,0,0,process
2892,565432956041,2024-10-28,Won,Renewed,2024-10-24,2024-10-01,CARD,24.0,Member Only,Anchored,2,2,5,4+,Band B,2024-11-11 00:00:00.000,18.0,Within 1 Month After Renewal,Paid Late,704.0,704,1,1,process
2893,565432958192,2024-10-28,Lost,Promised to Pay - Fees not Received,2024-10-19,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band B,,,,,,684,0,0,process
2894,565432959502,2024-10-28,Lost,Promised to Pay - Fees not Received,2024-10-19,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band B,,,,,,684,0,0,process
2895,565432962432,2024-10-28,Won,Renewed,2024-10-07,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0,10,4+,Band C1,2024-10-31 15:47:00.000,24.0,Within 1 Month After Renewal,Paid Late,799.0,799,1,1,process
2896,565432964399,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band E,2024-10-28 10:20:33.267,1.0,Within 13 Days After Renewal,Paid Late,1499.0,1499,1,1,process
2897,565432967462,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,11,4+,Band D,2024-10-25 00:00:00.000,-3.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
2898,565432971812,2024-10-28,Won,Renewed,2024-10-05,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-11-05 15:24:44.360,31.0,1-2 Months After Renewal,Paid Late,949.0,949,1,1,process
2899,565432973214,2024-10-28,Open,Renewal Proforma Sent,2024-10-15,2024-10-01,,23.5,Member Only,Anchored,1,1,4,4+,Band B,,,,,,599,0,0,process
2900,565432980695,2024-10-28,Won,Renewed,2024-10-11,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-28 10:28:53.677,17.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,1,process
2901,565433014369,2024-10-28,Won,Renewed,2024-10-13,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-28 10:37:34.567,15.0,Within 1 Month After Renewal,Paid Late,599.0,684,0,1,process
2902,565433016068,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Member Only,Anchored,3,3,18,4+,Band C2,2024-11-01 08:57:45.013,6.0,Within 13 Days After Renewal,Paid Late,786.2,949,1,1,process
2903,565433017783,2024-10-28,Won,Renewed,2024-10-20,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,15,4+,Band E,2024-10-28 00:00:00.000,8.0,Within 13 Days After Renewal,Paid Late,1499.0,1499,0,0,process
2904,565433030648,2024-10-28,Won,Renewed,2024-10-14,2024-10-01,BACS,26.5,Accredited,Anchored,2,2,3,3,Band C1,2024-10-28 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,762.2,919,0,0,process
2905,565433032073,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,24.5,In Progress,Anchored,1,1,3,3,Band B,2024-10-29 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,0,process
2906,565433036558,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,24.5,In Progress,Anchored,1,1,3,3,Band B,2024-10-29 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,0,process
2907,565433040518,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,14,4+,Band C2,2024-10-28 10:54:58.533,2.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
2908,565433042209,2024-10-28,Won,Renewed,2024-10-28,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,21,4+,Band C2,2024-10-29 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
2909,565433043668,2024-10-28,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,20.5,Member Only,Independent,Independent,0,1,1,Band B,,,,,,704,0,0,process
2910,565433044891,2024-10-28,Lost,Not Value for Money,2024-10-28,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band B,,,,,,704,1,0,process
2911,565433060705,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-10-26 04:00:39.900,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
2912,565433063081,2024-10-28,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-10-26 04:00:39.900,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
2913,565433066554,2024-10-28,Won,Renewed,2024-10-31,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,5,4+,Band E,2024-10-31 00:00:00.000,0.0,On Renewal Date,Paid on Time,1469.0,1469,0,0,process
2914,565433067579,2024-10-28,Won,Renewed,2024-10-17,2024-10-01,BACS,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-11-29 00:00:00.000,43.0,1-2 Months After Renewal,Paid Late,599.0,599,0,0,process
